date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:37:33	8291/8291	U--MC-	200	updated ('OK')	text/html	date:Thu,%2007%20Mar%202019%2012:37:18%20GMT	https://www.localdigitalcoalition.uk/resource/the-technical-standards-waste-standards-beta-showcase-paul-mackay-february-2016/	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/resource/the-technical-standards-waste-standards-beta-showcase-paul-mackay-february-2016/index.html	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
12:37:34	61282/61282	U-----	200	untouched ('')	image/png	etag:%22198cc62d-ef62-52cfb3c526700%22	https://www.localdigitalcoalition.uk/wp-content/uploads/2016/03/MVC-panel-thumb.png	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/wp-content/uploads/2016/03/MVC-panel-thumb.png	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
12:37:48	8460/8460	U--MC-	200	updated ('OK')	text/html	date:Thu,%2007%20Mar%202019%2012:37:34%20GMT	https://www.localdigitalcoalition.uk/resource/local-authority-partners-panel-waste-standards-beta-showcase-february-2016/	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/resource/local-authority-partners-panel-waste-standards-beta-showcase-february-2016/index.html	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
12:37:49	43683/43683	U--MC-	200	updated ('OK')	text/html	date:Thu,%2007%20Mar%202019%2012:37:32%20GMT	https://www.localdigitalcoalition.uk/resource/making-the-case-for-data-standards-a-beta-business-case/	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/resource/making-the-case-for-data-standards-a-beta-business-case/index.html	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
12:37:49	56661/56661	U-----	200	untouched ('')	image/png	etag:%22198cc709-dd55-52cfb53080040%22	https://www.localdigitalcoalition.uk/wp-content/uploads/2016/03/Closing-panel-thumb.png	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/wp-content/uploads/2016/03/Closing-panel-thumb.png	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
12:37:49	8506/8506	U--MC-	200	updated ('OK')	text/html	date:Thu,%2007%20Mar%202019%2012:37:35%20GMT	https://www.localdigitalcoalition.uk/resource/next-steps-closing-panel-waste-standards-beta-showcase-february-2016/	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/resource/next-steps-closing-panel-waste-standards-beta-showcase-february-2016/index.html	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
12:37:49	26060/26060	U--MC-	200	updated ('OK')	text/html	date:Thu,%2007%20Mar%202019%2012:36:59%20GMT	https://www.localdigitalcoalition.uk/products-update-archive/?id=6861	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/products-update-archive/index647f.html	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
12:37:49	20733/20733	U-----	200	untouched ('')	image/png	etag:%22198cc60f-50fd-52c8a06a2e100%22	https://www.localdigitalcoalition.uk/wp-content/uploads/2016/02/Capture-150x120.png	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/wp-content/uploads/2016/02/Capture-150x120.png	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
12:37:50	22810/22810	U-----	200	untouched ('')	image/png	etag:%22198cc5b0-591a-529a41fb6c3c0%22	https://www.localdigitalcoalition.uk/wp-content/uploads/2016/01/project-roadmap-150x120.png	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/wp-content/uploads/2016/01/project-roadmap-150x120.png	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
12:37:50	48390/48390	U-----	200	untouched ('')	image/png	etag:%22198cc565-bd06-5292a73387b80%22	https://www.localdigitalcoalition.uk/wp-content/uploads/2016/01/elvis-150x120.png	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/wp-content/uploads/2016/01/elvis-150x120.png	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
